segment_id,seek,start,end,text,tokens,temperature,segment_avg_logprob,segment_compression_ratio,segment_no_speech_prob,nltk_opinion_lexicon_positive,nltk_opinion_lexicon_negative,nltk_opinion_lexicon_net,vader_neg,vader_neu,vader_pos,vader_compound
88,44508,447.0799865722656,452.0799865722656," And I'll tell you, I stand before you in this arena","[50464, 400, 286, 603, 980, 291, 11, 286, 1463, 949, 291, 294, 341, 18451, 50714]",0.0,-0.24209223687648773,1.2352941036224365,0.023814287036657333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,44508,452.0799865722656,456.0799865722656, only by the grace of Almighty God.,"[50714, 787, 538, 264, 10042, 295, 16849, 1265, 13, 50914]",0.0,-0.24209223687648773,1.2352941036224365,0.023814287036657333,0.14285714285714285,0.0,0.14285714285714285,0.0,0.505,0.495,0.5994
90,44508,466.0799865722656,469.0799865722656," In watching the reports over the last few days,","[51414, 682, 1976, 264, 7122, 670, 264, 1036, 1326, 1708, 11, 51564]",0.0,-0.24209223687648773,1.2352941036224365,0.023814287036657333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
91,46908,469.0799865722656,475.0799865722656, many people say it was a providential moment.,"[50364, 867, 561, 584, 309, 390, 257, 1439, 1078, 831, 1623, 13, 50664]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,46908,475.0799865722656,476.0799865722656, Probably was.,"[50664, 9210, 390, 13, 50714]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,46908,476.0799865722656,479.0799865722656," When I rose, surrounded by Secret Service,","[50714, 1133, 286, 10895, 11, 13221, 538, 7400, 9561, 11, 50864]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,46908,479.0799865722656,483.0799865722656, the crowd was confused because they thought I was dead.,"[50864, 264, 6919, 390, 9019, 570, 436, 1194, 286, 390, 3116, 13, 51064]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.1,-0.1,0.485,0.515,0.0,-0.765
95,46908,483.0799865722656,485.0799865722656," And there was great, great sorrow.","[51064, 400, 456, 390, 869, 11, 869, 23027, 13, 51164]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.16666666666666666,0.0,0.16666666666666666,0.233,0.205,0.562,0.7003
96,46908,485.0799865722656,488.0799865722656, I could see that on their faces as I looked out.,"[51164, 286, 727, 536, 300, 322, 641, 8475, 382, 286, 2956, 484, 13, 51314]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
97,46908,488.0799865722656,490.0799865722656, They didn't know I was looking out.,"[51314, 814, 994, 380, 458, 286, 390, 1237, 484, 13, 51414]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,46908,490.0799865722656,492.0799865722656, They thought it was over.,"[51414, 814, 1194, 309, 390, 670, 13, 51514]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,46908,492.0799865722656,493.0799865722656, But I could see it.,"[51514, 583, 286, 727, 536, 309, 13, 51564]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100,46908,493.0799865722656,497.0799865722656, I wanted to do something to let them know I was okay.,"[51564, 286, 1415, 281, 360, 746, 281, 718, 552, 458, 286, 390, 1392, 13, 51764]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,0.826,0.174,0.2263
101,49708,497.0799865722656,501.0799865722656," I raised my right arm, looked at the thousands and thousands","[50364, 286, 6005, 452, 558, 3726, 11, 2956, 412, 264, 5383, 293, 5383, 50564]",0.0,-0.232530415058136,1.4060150384902954,0.0030264933593571186,0.09090909090909091,0.0,0.09090909090909091,0.0,1.0,0.0,0.0
102,49708,501.0799865722656,505.0799865722656," of people that were breathlessly waiting,","[50564, 295, 561, 300, 645, 6045, 12048, 3806, 11, 50764]",0.0,-0.232530415058136,1.4060150384902954,0.0030264933593571186,0.0,0.0,0.0,0.0,1.0,0.0,0.0
103,49708,505.0799865722656,509.0799865722656," and started shouting, fight, fight, fight.","[50764, 293, 1409, 20382, 11, 2092, 11, 2092, 11, 2092, 13, 50964]",0.0,-0.232530415058136,1.4060150384902954,0.0030264933593571186,0.0,0.0,0.0,0.722,0.278,0.0,-0.7783
104,49708,518.0800170898438,521.0800170898438, Thank you.,"[51414, 1044, 291, 13, 51564]",0.0,-0.232530415058136,1.4060150384902954,0.0030264933593571186,0.5,0.0,0.5,0.0,0.286,0.714,0.3612
105,49708,521.0800170898438,525.0800170898438," Once my clenched fist went up,","[51564, 3443, 452, 596, 268, 19318, 21849, 1437, 493, 11, 51764]",0.0,-0.232530415058136,1.4060150384902954,0.0030264933593571186,0.0,0.16666666666666666,-0.16666666666666666,0.0,1.0,0.0,0.0
106,52508,526.0800170898438,530.0800170898438," and it was high into the air, you've all seen that,","[50414, 293, 309, 390, 1090, 666, 264, 1988, 11, 291, 600, 439, 1612, 300, 11, 50614]",0.0,-0.17695753276348114,1.4730539321899414,0.004196152091026306,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,52508,530.0800170898438,535.0800170898438, the crowd realized I was okay and roared with pride,"[50614, 264, 6919, 5334, 286, 390, 1392, 293, 744, 1642, 365, 10936, 50864]",0.0,-0.17695753276348114,1.4730539321899414,0.004196152091026306,0.1,0.0,0.1,0.0,0.619,0.381,0.5106
108,52508,535.0800170898438,540.0800170898438, for our country like no crowd I have ever heard before.,"[50864, 337, 527, 1941, 411, 572, 6919, 286, 362, 1562, 2198, 949, 13, 51114]",0.0,-0.17695753276348114,1.4730539321899414,0.004196152091026306,0.09090909090909091,0.0,0.09090909090909091,0.173,0.63,0.197,0.0772
109,52508,544.0800170898438,548.0800170898438, Never heard anything like it.,"[51314, 7344, 2198, 1340, 411, 309, 13, 51514]",0.0,-0.17695753276348114,1.4730539321899414,0.004196152091026306,0.2,0.0,0.2,0.345,0.655,0.0,-0.2755
110,52508,548.0800170898438,552.0800170898438," For the rest of my life, I will be grateful for the love","[51514, 1171, 264, 1472, 295, 452, 993, 11, 286, 486, 312, 7941, 337, 264, 959, 51714]",0.0,-0.17695753276348114,1.4730539321899414,0.004196152091026306,0.15384615384615385,0.0,0.15384615384615385,0.0,0.581,0.419,0.802
111,55208,552.0800170898438,557.0800170898438, shown by that giant audience of patriots that stood bravely,"[50364, 4898, 538, 300, 7410, 4034, 295, 18311, 1971, 300, 9371, 12653, 356, 50614]",0.0,-0.25522953271865845,1.4450867176055908,0.023311138153076172,0.1,0.0,0.1,0.0,0.732,0.268,0.5106
112,55208,557.0800170898438,561.0800170898438, on that fateful evening in Pennsylvania.,"[50614, 322, 300, 283, 7529, 5634, 294, 17963, 13, 50814]",0.0,-0.25522953271865845,1.4450867176055908,0.023311138153076172,0.0,0.16666666666666666,-0.16666666666666666,0.0,1.0,0.0,0.0
113,55208,561.0800170898438,567.0800170898438," Tragically, the shooter claimed the life of one of our fellow Americans,","[50814, 314, 3731, 984, 11, 264, 24680, 12941, 264, 993, 295, 472, 295, 527, 7177, 6280, 11, 51114]",0.0,-0.25522953271865845,1.4450867176055908,0.023311138153076172,0.0,0.0,0.0,0.252,0.748,0.0,-0.5719
114,55208,567.0800170898438,572.0800170898438," Cory, compared to our unbelievable person,","[51114, 41695, 11, 5347, 281, 527, 16605, 954, 11, 51364]",0.0,-0.25522953271865845,1.4450867176055908,0.023311138153076172,0.0,0.16666666666666666,-0.16666666666666666,0.0,0.735,0.265,0.2023
115,55208,572.0800170898438,576.0800170898438, everybody tells me.,"[51364, 2201, 5112, 385, 13, 51564]",0.0,-0.25522953271865845,1.4450867176055908,0.023311138153076172,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,55208,576.0800170898438,579.0800170898438, Unbelievable.,"[51564, 39523, 13, 51714]",0.0,-0.25522953271865845,1.4450867176055908,0.023311138153076172,0.0,0.0,0.0,0.0,0.0,1.0,0.2023
117,57908,579.0800170898438,582.0800170898438, And seriously wounded.,"[50364, 400, 6638, 21906, 13, 50514]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.0,0.0,0.0,0.459,0.541,0.0,-0.1779
118,57908,582.0800170898438,584.0800170898438, Two other great warriors.,"[50514, 4453, 661, 869, 25303, 13, 50614]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.25,0.0,0.25,0.0,0.423,0.577,0.6249
119,57908,584.0800170898438,586.0800170898438, Spoke to them today.,"[50614, 1738, 2949, 281, 552, 965, 13, 50714]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,57908,586.0800170898438,591.0800170898438, David Dutch and James Copenhaver.,"[50714, 4389, 15719, 293, 5678, 11579, 268, 1641, 331, 13, 50964]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121,57908,591.0800170898438,594.0800170898438, Two great people.,"[50964, 4453, 869, 561, 13, 51114]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.3333333333333333,0.0,0.3333333333333333,0.0,0.328,0.672,0.6249
122,57908,594.0800170898438,599.0800170898438, I also spoke to all three families of these tremendous people.,"[51114, 286, 611, 7179, 281, 439, 1045, 4466, 295, 613, 10048, 561, 13, 51364]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,57908,599.0800170898438,604.0800170898438, Our love and prayers are with them and always will be.,"[51364, 2621, 959, 293, 16860, 366, 365, 552, 293, 1009, 486, 312, 13, 51614]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.09090909090909091,0.0,0.09090909090909091,0.0,0.704,0.296,0.6369
124,57908,604.0800170898438,605.0800170898438, We're never going to forget them.,"[51614, 492, 434, 1128, 516, 281, 2870, 552, 13, 51664]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.0,0.0,0.0,0.0,0.75,0.25,0.1695
125,57908,605.0800170898438,608.0800170898438, They came for a great rally.,"[51664, 814, 1361, 337, 257, 869, 17584, 13, 51814]",0.0,-0.20259182155132294,1.4950494766235352,0.006775831803679466,0.16666666666666666,0.0,0.16666666666666666,0.0,0.494,0.506,0.6249
126,60808,608.0800170898438,610.0800170898438," They were serious Trumpsters, I want to tell you.","[50364, 814, 645, 3156, 3899, 10130, 11, 286, 528, 281, 980, 291, 13, 50464]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.0,0.0,0.0,0.151,0.698,0.151,0.0
127,60808,610.0800170898438,613.0800170898438, They were serious Trumpsters and still are.,"[50464, 814, 645, 3156, 3899, 10130, 293, 920, 366, 13, 50614]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.0,0.0,0.0,0.178,0.822,0.0,-0.0772
128,60808,613.0800170898438,616.0800170898438," But Cory, unfortunately, we have to use the past tense,","[50614, 583, 41695, 11, 7015, 11, 321, 362, 281, 764, 264, 1791, 18760, 11, 50764]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.0,0.0,0.0,0.437,0.563,0.0,-0.7351
129,60808,616.0800170898438,618.0800170898438, he was incredible.,"[50764, 415, 390, 4651, 13, 50864]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.0,0.0,0.0,0.0,1.0,0.0,0.0
130,60808,618.0800170898438,620.0800170898438," He was a highly respected former fire chief,","[50864, 634, 390, 257, 5405, 20020, 5819, 2610, 9588, 11, 50964]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.0,0.0,0.0,0.241,0.452,0.307,0.1851
131,60808,620.0800170898438,622.0800170898438, respected by everybody.,"[50964, 20020, 538, 2201, 13, 51064]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.0,0.0,0.0,0.0,0.392,0.608,0.4767
132,60808,622.0800170898438,626.0800170898438," Was accompanied by his wife, Helen,","[51064, 3027, 24202, 538, 702, 3836, 11, 26294, 11, 51264]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,60808,626.0800170898438,629.0800170898438," incredible woman, I spoke to her today, devastated.","[51264, 4651, 3059, 11, 286, 7179, 281, 720, 965, 11, 34880, 13, 51414]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.125,0.0,0.125,0.4,0.6,0.0,-0.6124
134,60808,629.0800170898438,631.0800170898438, And two precious daughters.,"[51414, 400, 732, 12406, 17070, 13, 51514]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.25,0.0,0.25,0.0,0.448,0.552,0.5719
135,60808,631.0800170898438,635.0800170898438," He lost his life selflessly, acting as a human shield","[51514, 634, 2731, 702, 993, 2698, 12048, 11, 6577, 382, 257, 1952, 10257, 51714]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.0,0.1,-0.1,0.223,0.777,0.0,-0.3182
136,60808,635.0800170898438,637.0800170898438, to protect them from flying bullets.,"[51714, 281, 2371, 552, 490, 7137, 20132, 13, 51814]",0.0,-0.22484110295772552,1.6505576372146606,0.14360740780830383,0.16666666666666666,0.0,0.16666666666666666,0.0,0.658,0.342,0.3818
137,63708,637.0800170898438,640.0800170898438, He went right over the top of them and was hit.,"[50364, 634, 1437, 558, 670, 264, 1192, 295, 552, 293, 390, 2045, 13, 50514]",0.0,-0.16459158062934875,1.014285683631897,0.10201800614595413,0.18181818181818182,0.0,0.18181818181818182,0.0,0.847,0.153,0.2023
138,63708,640.0800170898438,642.0800170898438, What a fine man he was.,"[50514, 708, 257, 2489, 587, 415, 390, 13, 50614]",0.0,-0.16459158062934875,1.014285683631897,0.10201800614595413,0.16666666666666666,0.0,0.16666666666666666,0.0,0.69,0.31,0.2023
139,64208,642.0800170898438,643.0800170898438, Thank you so much.,"[50364, 1044, 291, 370, 709, 13, 50414]",0.0,-0.7181297540664673,0.692307710647583,0.9574735760688782,0.25,0.0,0.25,0.0,0.545,0.455,0.3612
140,67208,672.0800170898438,693.0800170898438, I want to thank the fire department and the family,"[50364, 286, 528, 281, 1309, 264, 2610, 5882, 293, 264, 1605, 51414]",0.0,-0.299259215593338,1.1025640964508057,0.32735905051231384,0.1,0.0,0.1,0.197,0.492,0.311,0.1027
141,67208,693.0800170898438,698.0800170898438," for sending his helmet, his outfit.","[51414, 337, 7750, 702, 15922, 11, 702, 11263, 13, 51664]",0.0,-0.299259215593338,1.1025640964508057,0.32735905051231384,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,69808,699.0800170898438,701.0800170898438, And it was just something.,"[50414, 400, 309, 390, 445, 746, 13, 50514]",0.0,-0.2345447838306427,1.4648648500442505,0.671123743057251,0.0,0.0,0.0,0.0,1.0,0.0,0.0
143,69808,701.0800170898438,703.0800170898438, And they're going to do something very special,"[50514, 400, 436, 434, 516, 281, 360, 746, 588, 2121, 50614]",0.0,-0.2345447838306427,1.4648648500442505,0.671123743057251,0.0,0.0,0.0,0.0,0.7,0.3,0.4576
144,69808,703.0800170898438,704.0800170898438, when they get it.,"[50614, 562, 436, 483, 309, 13, 50664]",0.0,-0.2345447838306427,1.4648648500442505,0.671123743057251,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,69808,704.0800170898438,707.0800170898438," But we did something which cannot match what happened,","[50664, 583, 321, 630, 746, 597, 2644, 2995, 437, 2011, 11, 50814]",0.0,-0.2345447838306427,1.4648648500442505,0.671123743057251,0.0,0.0,0.0,0.0,1.0,0.0,0.0
146,69808,707.0800170898438,708.0800170898438, not even close.,"[50814, 406, 754, 1998, 13, 50864]",0.0,-0.2345447838306427,1.4648648500442505,0.671123743057251,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,69808,708.0800170898438,711.0800170898438," But I am very proud to say that over the past few days,","[50864, 583, 286, 669, 588, 4570, 281, 584, 300, 670, 264, 1791, 1326, 1708, 11, 51014]",0.0,-0.2345447838306427,1.4648648500442505,0.671123743057251,0.07692307692307693,0.0,0.07692307692307693,0.0,0.706,0.294,0.6798
148,69808,711.0800170898438,722.0800170898438," we've raised $6.3 million for the families of David,","[51014, 321, 600, 6005, 1848, 21, 13, 18, 2459, 337, 264, 4466, 295, 4389, 11, 51564]",0.0,-0.2345447838306427,1.4648648500442505,0.671123743057251,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,72208,723.0800170898438,728.0800170898438," James, and Cory, including from a friend of mine,","[50414, 5678, 11, 293, 41695, 11, 3009, 490, 257, 1277, 295, 3892, 11, 50664]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,0.686,0.314,0.4939
150,72208,728.0800170898438,729.0800170898438, just called up.,"[50664, 445, 1219, 493, 13, 50714]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,72208,729.0800170898438,731.0800170898438, He sent me a check right here.,"[50714, 634, 2279, 385, 257, 1520, 558, 510, 13, 50814]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.0,0.0
152,72208,731.0800170898438,732.0800170898438, I just got it.,"[50814, 286, 445, 658, 309, 13, 50864]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,72208,732.0800170898438,733.0800170898438, $1 million.,"[50864, 1848, 16, 2459, 13, 50914]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
154,72208,733.0800170898438,734.0800170898438, From Dan Newland.,"[50914, 3358, 3394, 1873, 1661, 13, 50964]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155,72208,734.0800170898438,735.0800170898438," Thank you, Dan.","[50964, 1044, 291, 11, 3394, 13, 51014]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.3333333333333333,0.0,0.3333333333333333,0.0,0.444,0.556,0.3612
156,72208,735.0800170898438,737.0800170898438," And again, when speaking to the family,","[51014, 400, 797, 11, 562, 4124, 281, 264, 1605, 11, 51114]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
157,72208,737.0800170898438,739.0800170898438," I told them, I said, well, I'm going to be sending you","[51114, 286, 1907, 552, 11, 286, 848, 11, 731, 11, 286, 478, 516, 281, 312, 7750, 291, 51214]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,0.811,0.189,0.2732
158,72208,739.0800170898438,741.0800170898438," a lot of money, but it can't compensate.","[51214, 257, 688, 295, 1460, 11, 457, 309, 393, 380, 29458, 13, 51314]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,72208,741.0800170898438,742.0800170898438, They all said the same thing.,"[51314, 814, 439, 848, 264, 912, 551, 13, 51364]",0.0,-0.237526997923851,1.454954981803894,0.26578399538993835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
160,74208,743.0800170898438,744.0800170898438," You're right, sir.","[50414, 509, 434, 558, 11, 4735, 13, 50464]",0.0,-0.20835822820663452,1.6787878274917603,0.24483487010002136,0.0,0.0,0.0,0.0,1.0,0.0,0.0
161,74208,744.0800170898438,746.0800170898438," We appreciate so much what you're doing,","[50464, 492, 4449, 370, 709, 437, 291, 434, 884, 11, 50564]",0.0,-0.20835822820663452,1.6787878274917603,0.24483487010002136,0.14285714285714285,0.0,0.14285714285714285,0.0,0.69,0.31,0.4019
162,74208,746.0800170898438,748.0800170898438, but nothing can take the place in the case of Cory,"[50564, 457, 1825, 393, 747, 264, 1081, 294, 264, 1389, 295, 41695, 50664]",0.0,-0.20835822820663452,1.6787878274917603,0.24483487010002136,0.0,0.0,0.0,0.0,1.0,0.0,0.0
163,74208,748.0800170898438,749.0800170898438, and the other two.,"[50664, 293, 264, 661, 732, 13, 50714]",0.0,-0.20835822820663452,1.6787878274917603,0.24483487010002136,0.0,0.0,0.0,0.0,1.0,0.0,0.0
164,74208,749.0800170898438,751.0800170898438," By the way, they were very, very seriously injured,","[50714, 3146, 264, 636, 11, 436, 645, 588, 11, 588, 6638, 13408, 11, 50814]",0.0,-0.20835822820663452,1.6787878274917603,0.24483487010002136,0.0,0.0,0.0,0.441,0.559,0.0,-0.6719
165,74208,751.0800170898438,753.0800170898438, but now they're doing very well.,"[50814, 457, 586, 436, 434, 884, 588, 731, 13, 50914]",0.0,-0.20835822820663452,1.6787878274917603,0.24483487010002136,0.0,0.0,0.0,0.0,0.618,0.382,0.4748
166,74208,753.0800170898438,754.0800170898438, They're going to be okay.,"[50914, 814, 434, 516, 281, 312, 1392, 13, 50964]",0.0,-0.20835822820663452,1.6787878274917603,0.24483487010002136,0.0,0.0,0.0,0.0,0.678,0.322,0.2263
167,74208,754.0800170898438,756.0800170898438, They're going to be doing very well.,"[50964, 814, 434, 516, 281, 312, 884, 588, 731, 13, 51064]",0.0,-0.20835822820663452,1.6787878274917603,0.24483487010002136,0.0,0.0,0.0,0.0,0.715,0.285,0.3384
168,75608,757.0800170898438,758.0800170898438, They're warriors.,"[50414, 314, 17230, 434, 25303, 13, 50464]",0.4000000059604645,-0.4893709719181061,1.0659340620040894,0.23634153604507446,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,75608,758.0800170898438,763.0800170898438," So, now I ask that we observe a moment of silence","[50464, 407, 11, 586, 286, 1029, 300, 321, 11441, 257, 1623, 295, 12239, 50714]",0.4000000059604645,-0.4893709719181061,1.0659340620040894,0.23634153604507446,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,75608,763.0800170898438,767.0800170898438," in honor of our friend, Cory.","[50714, 294, 5968, 295, 527, 1277, 11, 41695, 13, 50914]",0.4000000059604645,-0.4893709719181061,1.0659340620040894,0.23634153604507446,0.16666666666666666,0.0,0.16666666666666666,0.0,0.385,0.615,0.7506
171,76708,767.0800170898438,768.0800170898438, Thank you.,"[50364, 1044, 291, 13, 50414]",0.0,-0.9481586217880249,1.0,0.19144035875797272,0.5,0.0,0.5,0.0,0.286,0.714,0.3612
172,76708,768.0800170898438,771.0800170898438, Thank you.,"[50414, 1044, 291, 13, 50564]",0.0,-0.9481586217880249,1.0,0.19144035875797272,0.5,0.0,0.5,0.0,0.286,0.714,0.3612
173,79708,797.0800170898438,803.719970703125, There is no greater love than to lay down one's life,"[50364, 821, 307, 572, 5044, 959, 813, 281, 2360, 760, 472, 311, 993, 50696]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.09090909090909091,0.0,0.09090909090909091,0.13,0.473,0.396,0.6705
174,79708,803.719970703125,805.219970703125, for others.,"[50696, 337, 2357, 13, 50771]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,79708,805.219970703125,808.6199951171875, This is the spirit that forged America in her,"[50771, 639, 307, 264, 3797, 300, 40226, 3374, 294, 720, 50941]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.0,0.1111111111111111,-0.1111111111111111,0.0,0.825,0.175,0.1779
176,79708,808.6199951171875,812.2000122070312," darkest hours, and this is the love that will lead","[50941, 33460, 2496, 11, 293, 341, 307, 264, 959, 300, 486, 1477, 51120]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.2,0.0,0.2,0.208,0.519,0.273,0.25
177,79708,812.2000122070312,815.9400024414062, America back to the summit of human achievement,"[51120, 3374, 646, 281, 264, 21564, 295, 1952, 15838, 51307]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.125,0.0,0.125,0.0,1.0,0.0,0.0
178,79708,815.9400024414062,816.9400024414062, and greatness.,"[51307, 293, 31196, 13, 51357]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,79708,816.9400024414062,818.7999877929688, This is what we need.,"[51357, 639, 307, 437, 321, 643, 13, 51450]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.0,0.0,0.0,0.0,1.0,0.0,0.0
180,79708,818.7999877929688,822.3800048828125," Despite such a heinous attack, we unite this","[51450, 11334, 1270, 257, 16464, 563, 2690, 11, 321, 29320, 341, 51629]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.0,0.125,-0.125,0.0,0.701,0.299,0.3724
181,79708,822.3800048828125,825.4400024414062, evening more determined than ever.,"[51629, 5634, 544, 9540, 813, 1562, 13, 51782]",0.0,-0.23173275589942932,1.605911374092102,0.24482491612434387,0.0,0.0,0.0,0.0,0.598,0.402,0.4005
182,82544,825.5,827.780029296875," I am more determined than ever, and so are you.","[50367, 286, 669, 544, 9540, 813, 1562, 11, 293, 370, 366, 291, 13, 50481]",0.6000000238418579,-0.6060672998428345,1.2247190475463867,0.003407024312764406,0.0,0.0,0.0,0.0,0.748,0.252,0.4005
183,82544,827.780029296875,830.780029296875, So is everybody in this room.,"[50481, 407, 307, 2201, 294, 341, 1808, 13, 50631]",0.6000000238418579,-0.6060672998428345,1.2247190475463867,0.003407024312764406,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184,82544,830.780029296875,831.780029296875, Thank you.,"[50631, 1044, 291, 13, 50681]",0.6000000238418579,-0.6060672998428345,1.2247190475463867,0.003407024312764406,0.5,0.0,0.5,0.0,0.286,0.714,0.3612
185,82544,831.780029296875,836.780029296875, Thank you very much.,"[50681, 1044, 291, 1241, 627, 709, 13, 50931]",0.6000000238418579,-0.6060672998428345,1.2247190475463867,0.003407024312764406,0.25,0.0,0.25,0.0,0.545,0.455,0.3612
186,85544,855.4400024414062,856.4400024414062, Thank you.,"[50364, 1044, 291, 13, 50414]",0.0,-0.6978881359100342,1.0,0.9964593052864075,0.5,0.0,0.5,0.0,0.286,0.714,0.3612
187,85544,856.4400024414062,856.4400024414062,,[],0.0,-0.6978881359100342,1.0,0.9964593052864075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
